Name,Team,IP,GB%,HR/FB,LD%,GB%,FB%,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,LD%,GB%,FB%,IFFB%,ERA-,FIP-,xFIP-,NameASCII,PlayerId,MLBAMID
"Spencer Turnbull","DET",301.1,0.49771167,0.08988764,0.19679634,0.49771167,0.30549199,0.63725115,93.87379808,0.20769525,85.85529954,,,0.09781776,80.18786693,0.05723583,87.17391304,,,,,0.00210446,0.19679634,0.49771167,0.30549199,0.07490637,101.97918058151059,86.4049089795997,100.25963510476677,"Spencer Turnbull",16207,605513
"Nestor Cortes","- - -",297.2,0.2975,0.1031941,0.19375,0.2975,0.50875,0.48599294,91.44449189,0.19547624,79.86199575,0.21601992,86.83669549,0.05084042,77.2122449,0.05167047,83.18473896,,,,,0.00041485,0.19375,0.2975,0.50875,0.13759214,83.61752779053056,90.49290477312944,100.27981249461334,"Nestor Cortes",17874,641482
"Manny Parra","MIL",392.1,0.47587899,0.12373737,0.20032706,0.47587899,0.32379395,0.5753345,92.02413153,0.02166958,83.69863014,,,0.15779523,76.5368932,0.12754508,84.0488677,0.11765561,84.20903226,,,0.01149756,0.20032706,0.47587899,0.32379395,0.07323232,130.93924745634283,107.40598577842465,100.33017725334716,"Manny Parra",4279,448159
"Zach Stewart","- - -",74.1,0.48717949,0.225,0.21978022,0.48717949,0.29304029,0.63430962,90.59115282,0.23598326,83.81132075,,,0.06192469,76.91780822,0.06778243,83.3,,,,,0.00416667,0.21978022,0.48717949,0.29304029,0.05,177.55562905916665,138.8342339448369,100.37660205852757,"Zach Stewart",7397,543819
"Trevor Cahill","- - -",1317,0.53990964,0.13067151,0.18348394,0.53990964,0.27660643,0.58183841,89.89579288,0.09998609,85.57749165,0.00055625,89.16666667,0.11875956,78.77084988,0.19885969,81.49227845,,,,,0.0043392,0.18348394,0.53990964,0.27660643,0.06533575,105.33794962041775,106.91409671838754,100.38165869210384,"Trevor Cahill",6249,502239
"Chan Ho Park","- - -",62.1,0.42553191,0.13043478,0.20744681,0.42553191,0.36702128,0.53928571,90.68412162,0.25178571,84.19565217,,,0.12142857,77.30597015,0.0875,81.06122449,,,,,0.02606429,0.20744681,0.42553191,0.36702128,0.11594203,136.25088086182376,110.36229804358928,100.41257943843814,"Chan Ho Park",1267,120221
"Jack Cassel","- - -",33,0.44537815,0.1025641,0.22689076,0.44537815,0.32773109,0.61660079,87.53526971,0.17588933,77.01818182,,,0.05335968,76.52,0.1541502,76.71641791,,,,,0.01747573,0.22689076,0.44537815,0.32773109,0.05128205,125.35119950153992,103.49043919258122,100.4158248925527,"Jack Cassel",3052,445222
"Griffin Canning","LAA",319,0.38695163,0.14402174,0.19910011,0.38695163,0.41394826,0.39129636,93.87904762,0.27543151,88.53856563,,,0.15442527,83.14182692,0.17884686,89.42099792,,,,,0.00475146,0.19910011,0.38695163,0.41394826,0.07608696,98.96510050863799,99.53388699092496,100.43970035303876,"Griffin Canning",19867,656288
"Jesse Chavez","- - -",438.1,0.41797753,0.13135593,0.22846442,0.41797753,0.35355805,0.34468439,91.31964573,0.06090808,83.47727273,0.34565338,89.29178357,0.08665559,75.51442308,0.16209856,84.47350427,,,,,0.00372671,0.22846442,0.41797753,0.35355805,0.1059322,111.60532201883198,105.48756347090907,100.4803564741039,"Jesse Chavez",5448,445926
"Mike Montgomery","- - -",358.2,0.52450091,0.15,0.20326679,0.52450091,0.2722323,0.49396114,91.44831261,,,0.13565552,87.40103493,0.18956765,76.84103512,0.18081568,82.68804665,,,,,0.00244884,0.20326679,0.52450091,0.2722323,0.04666667,100.75255665362819,106.53636747507457,100.50218003411743,"Mike Montgomery",4869,543557
"Andrew Werner","SDP",40.1,0.528,0.125,0.152,0.528,0.32,0.49546828,87.85321101,0.12839879,80.08235294,,,0.07401813,72.45833333,0.3021148,81.175,,,,,0.00600601,0.152,0.528,0.32,0.125,153.2650498460427,108.2729684657049,100.56092554082197,"Andrew Werner",11783,599819
"Jimmy Nelson","- - -",618.2,0.49500555,0.12407407,0.20532741,0.49500555,0.29966704,0.64998993,93.44515128,0.17535736,87.29015544,,,0.15804308,83.46683673,0.01660962,86.35757576,,,,,0.00251206,0.20532741,0.49500555,0.29966704,0.1037037,102.31115906238482,99.0281323102762,100.58350908412096,"Jimmy Nelson",10547,519076
"Matt Garza","- - -",1650.1,0.42802342,0.10361576,0.19785988,0.42802342,0.3741167,0.65751781,93.00449504,0.18417698,84.7822296,,,0.10123735,75.17186312,0.05703037,84.78697422,0.0000375,88,,,0.00681742,0.19785988,0.42802342,0.3741167,0.11872639,99.39952742872894,99.84539952157579,100.63394830862717,"Matt Garza",3340,490063
"Josh Tomlin","- - -",869.2,0.38491364,0.14234875,0.2188932,0.38491364,0.39619316,0.41304847,88.31488084,0.00612604,81.88311688,0.33111264,85.3924405,0.16402481,74.96148426,0.08568803,82.00917431,,,,,0.00427122,0.2188932,0.38491364,0.39619316,0.09252669,112.6894231756377,112.31893975889025,100.65180323639741,"Josh Tomlin",9388,458708
"Homer Bailey","- - -",1401.2,0.44428839,0.12093988,0.21699438,0.44428839,0.33871723,0.60382738,93.16935133,0.16147566,87.13457893,0.0026351,89.2295082,0.0978876,78.07713004,0.00751652,82.81081081,0.12665774,85.53835569,,,0.01294319,0.21699438,0.44428839,0.33871723,0.09122322,110.48336893812112,101.27075055139316,100.66891038046376,"Homer Bailey",8362,456701
"Hayden Wesneski","CHC",73.1,0.39631336,0.17857143,0.21658986,0.39631336,0.38709677,0.49651568,93.00701754,0.31097561,81.1512605,0.12369338,88.02112676,,,0.06881533,85.26582278,,,,,0.00173913,0.21658986,0.39631336,0.38709677,0.08333333,100.02374580809747,120.07465444406195,100.7387566650815,"Hayden Wesneski",27581,669713
"Iván Nova","- - -",1316,0.48722235,0.14341693,0.20802484,0.48722235,0.30475281,0.61437714,92.75846428,0.05447239,86.63167587,0.00272858,86.85454545,0.24964032,80.27670194,0.07878156,86.24111675,,,,,0.0042048,0.20802484,0.48722235,0.30475281,0.0838558,104.5635650967762,104.6163779762304,100.74704782500946,"Ivan Nova",1994,467100
"Bryce Miller","SEA",127.1,0.32520325,0.09815951,0.23306233,0.32520325,0.44173442,0.66189536,95.1261194,0.19151037,86.65721649,,,0.0923001,80.92513369,0.05429418,85.12727273,,,,,0.00049334,0.23306233,0.32520325,0.44173442,0.08588957,101.08916152621022,91.65863088145223,100.76872692821605,"Bryce Miller",29837,682243
"Chien-Ming Wang","- - -",439.1,0.5634278,0.09615385,0.19095816,0.5634278,0.24561404,0.76009792,91.77255681,0.14626683,84.30663616,,,0.01912485,77.87804878,0.05553856,80.42521994,0.01897185,84.18644068,,,0.00832073,0.19095816,0.5634278,0.24561404,0.06593407,111.23082794483079,100.14062979011815,100.7829422306585,"Chien-Ming Wang",2074,425426
"Ervin Santana","- - -",2083.2,0.40404201,0.11515152,0.20210057,0.40404201,0.39385742,0.56351862,92.57721562,0.35198429,83.07691621,,,0.00733556,77.13432836,0.07716154,85.05596405,,,,,0.00869962,0.20210057,0.40404201,0.39385742,0.0989899,98.40627209830575,104.61567780083466,100.78901952890654,"Ervin Santana",3200,429722
"Louie Varland","MIN",82,0.4048583,0.18,0.1902834,0.4048583,0.4048583,0.44018059,94.56239316,0.15876599,83.60189573,0.27389014,89.06593407,,,0.12716328,84.98224852,,,,,0.00300978,0.1902834,0.4048583,0.4048583,0.04,116.81589833233834,123.41398984319893,100.82854690723696,"Louie Varland",27691,686973
"David Hale","- - -",119.2,0.48387097,0.12820513,0.2016129,0.48387097,0.31451613,0.64819655,90.65080645,0.18086775,80.99132948,,,,,0.1709357,79.86238532,,,,,0.00880829,0.2016129,0.48387097,0.31451613,0.05982906,102.25649128510904,102.1440043014532,100.85266257453793,"David Hale",9756,571735
"Paul Maholm","- - -",1311,0.51859749,0.10631229,0.19616205,0.51859749,0.28524046,0.53701866,88.41625144,0.16360659,81.24644403,,,0.1569075,73.14808707,0.14246725,81.91054882,,,,,0.01408933,0.19616205,0.51859749,0.28524046,0.07142857,107.57865437572389,104.0802848103158,100.87529755025997,"Paul Maholm",8678,430904
"Bailey Ober","MIN",281,0.32030265,0.11597938,0.19041614,0.32030265,0.48928121,0.50547486,91.7816092,0.20178771,81.65780731,,,0.09162011,76.39512195,0.20111732,84.04888889,,,,,,0.19041614,0.32030265,0.48928121,0.09793814,89.67780644492841,96.73520165172957,100.89034506104151,"Bailey Ober",21224,641927
"Mike Hampton","- - -",190,0.51791531,0.13690476,0.20846906,0.51791531,0.27361564,0.45332438,87.49811036,,,0.24244459,85.57622378,0.08294157,76.91428571,0.22128946,81.56702619,,,,,0.02103879,0.20846906,0.51791531,0.27361564,0.04761905,122.72764631653875,110.53638799260283,100.90216924900095,"Mike Hampton",430,115399
"Yusmeiro Petit","- - -",307,0.33763441,0.12672811,0.19569892,0.33763441,0.46666667,0.53670508,87.60542797,0.18053777,82.01824818,,,0.16431925,75.58090186,0.1184379,78.69622642,,,,,0.01158382,0.19569892,0.33763441,0.46666667,0.11059908,119.08062959942708,112.78245641472833,100.94624644617899,"Yusmeiro Petit",4020,433589
"Clay Buchholz","- - -",1305.2,0.47357724,0.10337079,0.18724593,0.47357724,0.33917683,0.46380671,92.29023413,0.03917106,87.96687898,0.16447974,87.89168393,0.15072871,77.25429219,0.16815959,80.01452644,0.01365419,85.61029412,,,0.00289687,0.18724593,0.47357724,0.33917683,0.0906367,92.92535235922567,100.15717453668209,101.00975994854186,"Clay Buchholz",3543,453329
"Randy Dobnak","MIN",100.1,0.59159159,0.12328767,0.18918919,0.59159159,0.21921922,0.55251142,91.91735537,0.32420091,83.8249497,,,,,0.12328767,85.31746032,,,,,,0.18918919,0.59159159,0.21921922,0.12328767,101.29041284517065,98.17795942484737,101.23351075868955,"Randy Dobnak",23798,677976
"Robbie Erlin","- - -",216.1,0.39565217,0.11392405,0.26086957,0.39565217,0.34347826,0.59930716,89.7775571,0.05340647,82.99431818,0.00057737,89.5,0.18591224,74.5,0.16079677,82.88342441,,,,,0.00144134,0.26086957,0.39565217,0.34347826,0.11392405,138.26755865190518,101.80362295211908,101.24890669826364,"Robbie Erlin",10354,572362
"Mike Bolsinger","- - -",212,0.50796178,0.14893617,0.19267516,0.50796178,0.29936306,0.50086455,87.61431871,0.1518732,79.98279159,,,0.33227666,79.16492147,0.01498559,82.86538462,,,,,0.00516055,0.19267516,0.50796178,0.29936306,0.06382979,121.09649946526821,112.33793321864388,101.31098447683858,"Mike Bolsinger",11137,502211
"Billy Buckner","- - -",126.1,0.47073171,0.17460317,0.22195122,0.47073171,0.30731707,0.56707897,88.85689803,0.00047574,80,0.03996194,83.71084337,0.22121789,79.30652174,0.17126546,82,,,,,0.00801887,0.22195122,0.47073171,0.30731707,0.06349206,145.48173785607884,124.25456521893916,101.35503412964817,"Billy Buckner",8253,434438
"Luke Hochevar","KCR",758.1,0.47646573,0.11495674,0.1895128,0.47646573,0.33402147,0.5596984,92.21051042,0.14814815,83.90665111,0.09263402,88.63153071,0.13406247,77.22166562,0.05973983,82.9295977,0.00571713,83.8115942,,,0.0097613,0.1895128,0.47646573,0.33402147,0.08652658,127.283663899118,106.6633647783071,101.39762154693427,"Luke Hochevar",6943,460024
"Tim Cooney","STL",31.1,0.37931034,0.08823529,0.22988506,0.37931034,0.3908046,0.48625793,89.55652174,0.08668076,81.2195122,,,0.20084567,74.35789474,0.22621564,82.17757009,,,,,0.01663202,0.22988506,0.37931034,0.3908046,0.05882353,82.89954615376762,93.38237451302012,101.40513666505828,"Tim Cooney",13762,608641
"Orlando Hernandez","NYM",144,0.38717949,0.11340206,0.11538462,0.38717949,0.4974359,0.5230639,86.53381425,0.24121879,73.57305503,,,0.15404147,67.70934256,0.08167584,80.50285714,,,,,0.01827243,0.11538462,0.38717949,0.4974359,0.1443299,86.7325338245944,109.30398797102706,101.42710934250863,"Orlando Hernandez",823,133340
"Chase Whitley","- - -",82,0.46441948,0.10869565,0.19101124,0.46441948,0.34456929,0.45287187,90.21626016,0.27761414,84.35543767,,,0.03092784,76.21428571,0.23858616,83.06542056,,,,,,0.19101124,0.46441948,0.34456929,0.05434783,118.28666886868899,100.43942355845772,101.47113747290294,"Chase Whitley",10982,595032
"Hung-Chih Kuo","LAD",38.2,0.35714286,0.07843137,0.1875,0.35714286,0.45535714,0.65347885,90.31934732,0.22783083,82.11875,,,0.0627558,73.875,0.05593452,82.02564103,,,,,0.00542005,0.1875,0.35714286,0.45535714,0.07843137,146.25862866581397,95.56722808066672,101.47298320588354,"Hung-Chih Kuo",7016,425539
"Carlos Silva","- - -",497,0.4640821,0.09605489,0.20353478,0.4640821,0.33238312,0.66451528,90.4987621,0.10010537,81.16096866,,,0.00092202,75.57142857,0.23445732,81.3028083,,,,,0.02277406,0.20353478,0.4640821,0.33238312,0.07718696,120.60084710488702,102.61874086095779,101.48061343500387,"Carlos Silva",973,400067
"Taijuan Walker","- - -",1049.2,0.43809524,0.12556054,0.19573071,0.43809524,0.36617406,0.54089003,93.78931495,0.09407036,85.62143742,0.06890727,88.42385787,0.09057549,75.33913604,0.08381873,88.46764092,0.12173812,88.56124402,,,0.00250204,0.19573071,0.43809524,0.36617406,0.10493274,97.1241517091161,101.99387547764341,101.50082180073238,"Taijuan Walker",11836,592836
"Cory Rasmus","LAA",24.1,0.4057971,0.15625,0.13043478,0.4057971,0.46376812,0.48704663,92.34042553,0.15803109,84.57377049,,,0.11398964,75.54545455,0.24093264,85.75268817,,,,,,0.13043478,0.4057971,0.46376812,0.09375,115.2342418159081,125.71189975886169,101.58358054209081,"Cory Rasmus",2413,474284
"Tim Stauffer","SDP",318.2,0.4953656,0.11881188,0.19258496,0.4953656,0.31204943,0.5064836,90.39390476,0.1004958,85.08969466,0.16800153,85.86270023,0.12566743,76.56134969,0.09935164,80.57782101,,,,,0.00925751,0.19258496,0.4953656,0.31204943,0.08250825,111.49519517916525,111.95254255773389,101.5840263927015,"Tim Stauffer",6432,431162
"Bryce Elder","ATL",222.2,0.50381679,0.11557789,0.19236641,0.50381679,0.30381679,0.50570236,90.03135314,0.33184979,82.67560771,0.0286509,89.78640777,,,0.13379694,85.21413721,,,,,0.00166806,0.19236641,0.50381679,0.30381679,0.08542714,78.61678329279027,100.81028877839816,101.73574256233316,"Bryce Elder",27779,693821
"Matt Peacock","ARI",34,0.58474576,0.20689655,0.16949153,0.58474576,0.24576271,0.6797153,93.15706806,0.22064057,86.98387097,,,,,0.09964413,86.73214286,,,,,0.00711744,0.16949153,0.58474576,0.24576271,0.03448276,125.67340044450957,124.63263188911809,101.76680922416135,"Matt Peacock",20339,676840
"Jesse Hahn","- - -",276.2,0.4982415,0.09333333,0.23798359,0.4982415,0.26377491,0.65159991,92.44150034,0.04833296,82.68518519,,,0.20787648,74.77610334,0.09219065,84.60827251,,,,,0.00290049,0.23798359,0.4982415,0.26377491,0.08444444,105.78592914284678,97.36305801910245,101.79903339392516,"Jesse Hahn",13287,534910
"Travis Blackley","- - -",102.1,0.45079365,0.11009174,0.2031746,0.45079365,0.34603175,0.50428397,90.0781457,0.16034272,85.85546875,0.00550796,81,0.14932681,75.49576271,0.18053856,80.71374046,,,,,,0.2031746,0.45079365,0.34603175,0.09174312,118.78080315205689,103.10162623284218,101.8057523810244,"Travis Blackley",3234,429715
"Zach Neal","OAK",41.1,0.4965035,0.23684211,0.23776224,0.4965035,0.26573427,0.55813953,89.58928571,0.15946844,85.29473684,0.06976744,86,0.04318937,70.88461538,0.16943522,81.8627451,,,,,,0.23776224,0.4965035,0.26573427,0.07894737,132.58054809570456,135.79976352379038,101.84422456384053,"Zach Neal",11294,594943
"Chad Gaudin","- - -",436,0.45734051,0.09213483,0.20061491,0.45734051,0.34204458,0.65796125,90.17861482,0.2542825,79.99089253,,,0.00126369,75.55555556,0.08649256,84.93944954,,,,,0.01410984,0.20061491,0.45734051,0.34204458,0.08988764,106.22304636364939,101.03561128134768,101.8574884246359,"Chad Gaudin",1783,429985
"Boof Bonser","MIN",236.1,0.42875648,0.10819672,0.1761658,0.42875648,0.39507772,0.56864316,91.4567016,0.19284188,85.6984127,,,0.17681624,79.3655914,0.06169872,82.34634146,,,,,0.01753927,0.1761658,0.42875648,0.39507772,0.06557377,118.78309730132966,108.35699662601843,101.89094290393935,"Boof Bonser",2159,425818
"Paul Blackburn","OAK",341,0.47685185,0.12012012,0.21481481,0.47685185,0.30833333,0.45239762,91.1655706,0.17938397,83.59960938,0.12145607,88.07060519,0.13020651,78.48387097,0.11445572,85.44036697,0.00210011,82.83333333,,,0.00227392,0.21481481,0.47685185,0.30833333,0.06906907,116.72048514738535,103.30905749458485,101.93724589200062,"Paul Blackburn",14739,621112
"Jorge De La Rosa","- - -",1250.2,0.47304254,0.12256974,0.20644812,0.47304254,0.32050935,0.48691049,92.12519146,0.09557267,84.70385604,0.08435996,87.12807318,0.07295476,73.95779442,0.26020212,82.96575729,,,,,0.00834964,0.20644812,0.47304254,0.32050935,0.08453085,98.99335198186398,101.81740320620287,101.95825582123652,"Jorge De La Rosa",2047,407822
"Charlie Furbush","- - -",59.1,0.41752577,0.15789474,0.19072165,0.41752577,0.39175258,0.57935735,90.6722973,,,0.10126582,80.63043478,0.20058423,76.12435233,0.1187926,80.39495798,,,,,0.00484496,0.19072165,0.41752577,0.39175258,0.07894737,176.1762968771954,130.7451874779984,102.00448642134263,"Charlie Furbush",1370,518703
"Tyler Lyons","STL",107.1,0.43251534,0.13043478,0.21472393,0.43251534,0.35276074,0.59438471,89.72424242,0.24074074,81.00501253,,,0.04898447,75.09756098,0.11589008,82.72916667,,,,,0.00297796,0.21472393,0.43251534,0.35276074,0.06956522,140.79003178947025,112.00622943788952,102.0105884308632,"Tyler Lyons",11334,544928
"Craig Stammen","- - -",221.2,0.4908377,0.11363636,0.22120419,0.4908377,0.28795812,0.63139226,89.82089552,0.12415016,85,0.00857227,89.79310345,0.15666568,79.09823183,0.07921963,82.64202335,,,,,0.01801802,0.22120419,0.4908377,0.28795812,0.05909091,128.08084805581484,106.30728367990002,102.09552588579668,"Craig Stammen",7274,489334
"Janson Junk","- - -",28.1,0.45833333,0.21212121,0.19791667,0.45833333,0.34375,0.50107066,92.41452991,0.29336188,81.5620438,,,0.14989293,79.3,0.02783726,87.92307692,0.02783726,84.61538462,,,,0.19791667,0.45833333,0.34375,0.06060606,127.35789693327659,128.18230974296435,102.14420175003002,"Janson Junk",23301,676083
"Henderson Alvarez III","- - -",577.2,0.54754441,0.11889597,0.20637409,0.54754441,0.2460815,0.67430055,93.219594,0.11816787,83.12626263,0.01534648,88.87692308,0.00944399,64.525,0.18274112,87.73577502,,,,,0.00376515,0.20637409,0.54754441,0.2460815,0.07855626,96.89704177702995,105.78602568234743,102.16342391463337,"Henderson Alvarez III",5669,506693
"Drew Smyly","- - -",937.2,0.36316948,0.13865546,0.20029347,0.36316948,0.43653705,0.48824919,91.0801327,0.02909724,79.7827957,0.1508953,86.44917355,0.30067147,77.83889695,0.03108679,81.13279678,,,,,0.00155251,0.20029347,0.36316948,0.43653705,0.13277311,104.11622782169592,109.2814602223938,102.23510091103186,"Drew Smyly",11760,592767
"Juan Carlos Oviedo","KCR",29.1,0.31578947,0.13333333,0.21052632,0.31578947,0.47368421,0.60245902,92.38545455,0.18032787,82.01298701,,,,,0.21721311,83.46601942,,,,,0.03162055,0.21052632,0.31578947,0.47368421,0.11111111,86.94731199998394,119.23116562298,102.35606678983922,"Juan Carlos Oviedo",2886,434663
"Tony Cingrani","CIN",159.2,0.34866828,0.14054054,0.20338983,0.34866828,0.44794189,0.78499278,91.52970981,0.07575758,79.13875598,,,0.04473304,75.80645161,0.09451659,85.30534351,,,,,0.00323625,0.20338983,0.34866828,0.44794189,0.14054054,98.49451440099195,114.84625834855927,102.45749310397338,"Tony Cingrani",12555,571561
"Bartolo Colon","- - -",1563,0.42347927,0.11087975,0.20437815,0.42347927,0.37214258,0.84154461,89.18680346,0.09342382,82.54524034,0.00446716,86.47058824,0.00017181,79.25,0.06039259,81.57184116,,,,,0.0047446,0.20437815,0.42347927,0.37214258,0.09890682,104.92159819938752,101.56283206855969,102.47611764364554,"Bartolo Colon",375,112526
"Connor Phillips","CIN",20.2,0.33928571,0.18518519,0.17857143,0.33928571,0.48214286,0.62330623,96.47826087,0.2601626,84.375,,,0.10298103,82.13157895,0.01355014,91.4,,,,,,0.17857143,0.33928571,0.48214286,0.11111111,122.06568310146459,118.24481900890099,102.53740122176242,"Connor Phillips",27649,683175
"Andy Sonnanstine","TBD",454.1,0.41710526,0.10784314,0.18026316,0.41710526,0.40263158,0.33921322,86.99285076,0.20257595,77.61313869,0.29287414,86.39282203,0.1149377,73.11868687,0.05039899,79.55780347,,,,,0.01187517,0.18026316,0.41710526,0.40263158,0.10457516,126.86677367682385,107.32215263440425,102.56185216044209,"Andy Sonnanstine",7667,458567
"Drew Pomeranz","- - -",698.1,0.43038618,0.13585434,0.20680894,0.43038618,0.36280488,0.58807742,90.82942401,,,0.06091412,86.35207497,0.32685426,79.3868066,0.0241542,83.53559322,,,,,0.00202906,0.20680894,0.43038618,0.36280488,0.1162465,98.00165055221113,105.47828228476139,102.59696093161936,"Drew Pomeranz",11426,519141
"Bud Norris","- - -",1055.1,0.41461837,0.11443211,0.20666235,0.41461837,0.37871928,0.55931731,92.90978578,0.31764181,85.66341723,0.027832,88.16032064,0.00585643,80.33663366,0.08935245,84.94472362,,,,,0.00549268,0.20666235,0.41461837,0.37871928,0.09479078,112.05398523991512,104.96689267614381,102.60049171330374,"Bud Norris",9492,502032
"Mike Baumann","BAL",18.1,0.56060606,0.10526316,0.15151515,0.56060606,0.28787879,0.3877551,95.5,0.32653061,91.91666667,,,0.20068027,84.45762712,0.08503401,88.64,,,,,,0.15151515,0.56060606,0.28787879,0.05263158,141.58170035199797,100.89672442757198,102.63160826598462,"Mike Baumann",20206,657508
"Jose Contreras","- - -",427.1,0.47535211,0.09297521,0.18380282,0.47535211,0.34084507,0.52875778,90.70644001,0.22517047,84.43229544,,,0.00266825,76.28571429,0.03809665,80.71090047,0.20530685,76.45700637,,,0.02890007,0.18380282,0.47535211,0.34084507,0.09090909,113.78109799727441,96.1396103467095,102.63758863328114,"Jose Contreras",1660,425747
"Aaron Cook","- - -",853,0.56961178,0.11312849,0.19076305,0.56961178,0.23962517,0.80246815,90.00802873,0.08806795,84.76571429,0.01570639,89.11282051,0.07724978,76.58287596,0.01650773,83.24736842,,,,,0.01327539,0.19076305,0.56961178,0.23962517,0.06703911,100.66426573682875,101.98993277415595,102.64252853467525,"Aaron Cook",1571,346871
"Edward Cabrera","MIA",180.1,0.48636364,0.17218543,0.17045455,0.48636364,0.34318182,0.35799373,96.18388792,0.13103448,87.5645933,,,0.21191223,83.97485207,0.29905956,92.56918239,,,,,0.00093956,0.17045455,0.48636364,0.34318182,0.0794702,97.29685222412982,117.54495341420733,102.66830182660726,"Edward Cabrera",21690,665795
"Jason Hammel","- - -",1645,0.4240531,0.11218986,0.21397891,0.4240531,0.36196798,0.57090142,92.46587935,0.26342345,84.38136449,,,0.09887793,77.14876352,0.0667972,85.38447972,,,,,0.00662177,0.21397891,0.4240531,0.36196798,0.0798274,106.98502144650453,101.6186964950552,102.71637942786344,"Jason Hammel",4538,434628
"A.J. Murray","TEX",18.2,0.39344262,0.11111111,0.16393443,0.39344262,0.44262295,0.68581081,87.95070423,0.10135135,82.94736842,,,0.06418919,73.375,0.14864865,80.375,,,,,0.00671141,0.16393443,0.39344262,0.44262295,0.18518519,73.66100690266819,105.0232588737212,102.77543869875853,"A.J. Murray",3422,451262
"Clayton Richard","- - -",1218.1,0.5308831,0.13799622,0.19908116,0.5308831,0.27003573,0.64709293,90.71500288,0.14664488,81.2852952,0.06515207,86.09623431,0.0087502,75.36774194,0.13235992,83.39830508,,,,,0.00764798,0.19908116,0.5308831,0.27003573,0.06521739,114.95773350699929,112.08555742353614,102.82093842111955,"Clayton Richard",3551,453385
"Freddy Garcia","- - -",588.1,0.39450026,0.12482663,0.22421999,0.39450026,0.38127975,0.37058053,87.61878453,0.24596246,80.37674419,,,0.08216936,71.58550725,0.13563946,80.73419913,0.16564819,79.32562882,,,0.014935,0.22421999,0.39450026,0.38127975,0.10957004,108.65661262786544,108.77257757775992,102.9511392254601,"Freddy Garcia",1077,150119
"Kevin Mulvey","ARI",20,0.49206349,0.23529412,0.23809524,0.49206349,0.26984127,0.57184751,88.16666667,0.2228739,81.45833333,,,0.16129032,75.61818182,0.04398827,78.06666667,,,,,0.00292398,0.23809524,0.49206349,0.26984127,0.11764706,173.19345907484575,135.9155753607604,102.97224139436966,"Kevin Mulvey",6947,453381
"Steve Johnson","BAL",26,0.25373134,0.1,0.29850746,0.25373134,0.44776119,0.68898488,88.48580442,0.04319654,78.25,,,0.12742981,67.57627119,0.14038877,78.01538462,,,,,0.00856531,0.29850746,0.25373134,0.44776119,0.1,108.7267086687353,95.10707061288643,102.99119765615389,"Steve Johnson",4053,489002
"Buddy Carlyle","ATL",104,0.32132132,0.12751678,0.23123123,0.32132132,0.44744745,0.72037618,89.8223301,0.00250784,78.5,0.05579937,86.93902439,0.13918495,74.88383838,0.08213166,79.43801653,,,,,0.02607641,0.23123123,0.32132132,0.44744745,0.0738255,122.08239094593536,117.25515001034127,103.03709927705751,"Buddy Carlyle",2010,234194
"Mark Buehrle","- - -",1855.1,0.45052975,0.09082484,0.19771801,0.45052975,0.35175224,0.46440811,85.11315621,0.03830501,79.31268437,0.19116807,81.71671554,0.09324575,71.35850556,0.21287305,78.55540142,,,,,0.01421134,0.19771801,0.45052975,0.35175224,0.09406858,89.72878181480344,96.56273974418185,103.03736442206464,"Mark Buehrle",225,279824
"Kevin Millwood","- - -",946,0.42152755,0.10277033,0.21785369,0.42152755,0.36061876,0.61605347,90.19937276,0.18915061,84.46203438,0.04587632,89.28796562,0.08954643,72.31393568,0.05022387,82.76005362,0.00914931,85.27737226,,,0.01020736,0.21785369,0.42152755,0.36061876,0.09919571,104.97797976812394,101.80781989494923,103.05622231011617,"Kevin Millwood",106,119154
"Vince Velasquez","- - -",690.1,0.3526621,0.1475,0.2256194,0.3526621,0.4217185,0.6181305,93.74916028,0.15598539,84.75985091,0.00024905,89.33333333,0.13639382,81.51125989,0.08924124,88.0372093,,,,,0.00232269,0.2256194,0.3526621,0.4217185,0.115,117.00945743932795,105.87428206019035,103.069846658621,"Vince Velasquez",11189,592826
"Tony Gonsolin","LAD",353.1,0.3875396,0.1007371,0.18268215,0.3875396,0.42977825,0.4177926,93.39117647,0.2023162,87.28360798,,,0.11721355,80.81287425,,,0.26267766,83.7755511,,,0.00157839,0.18268215,0.3875396,0.42977825,0.08353808,74.48254678740763,92.30142639516095,103.11334624334803,"Tony Gonsolin",19388,664062
"Brandon Pfaadt","ARI",84.1,0.32442748,0.16814159,0.24427481,0.32442748,0.43129771,0.55148583,93.63909774,0.26814098,83.77061856,,,0.05943331,78.80232558,0.12093988,86.74285714,,,,,0.00138026,0.24427481,0.32442748,0.43129771,0.07964602,138.14014879315562,123.32076590295992,103.1330048940135,"Brandon Pfaadt",27782,694297
"John Maine","NYM",452,0.36748844,0.09734513,0.1972265,0.36748844,0.43528505,0.69449125,91.23526988,0.15981854,83.805026,,,0.00479585,76.72972973,0.14089436,83.87672584,,,,,0.03198695,0.1972265,0.36748844,0.43528505,0.12389381,102.55268288593103,104.19044368693909,103.14423148974512,"John Maine",4773,429720
